"","genre","followers"
"7203","oc indie",150752
"7832","mexican metal",150058
"4735","neo-progressive",149908
"4019","reggae cover",149845
"5557","zen",149664
"5687","andean flute",148703
"2724","norwegian trap",148214
"4548","cologne electronic",147999
"5837","oshare kei",147414
"6546","xtra raw",147070
"6194","afro drill",146955
"1920","zxc",146929
"4171","italian contemporary jazz",146911
"4661","nepali indie",145899
"6094","vintage swedish pop",145434
"6858","sigilkore",145031
"7789","nephop",144817
"5633","limerick indie",144673
"5531","finnish new wave",144636
"5534","utah indie",144548
"6040","nz indie",144329
"4162","armenian pop",143720
"2350","hyperpop italiano",142704
"6733","ugandan pop",142211
"6008","czech folk rock",141818
"6281","boogie-woogie",141701
"5267","caucasian classical",141611
"230"," trap italiana",141486
"1739","emo trap italiana",141486
"6373","turkish classical performance",141179
"1443","scouse rap",141143
"1908","acoustic chill",140541
"2546"," celtic",140040
"6002","indie cordoba",139932
"7095","musica antigua",139666
"6151","austrian orchestra",139369
"6820","didgeridoo",139245
"2642","malayalam hip hop",139053
"3406","italian classical piano",138982
"3461","hungarian folk",138519
"1475","armenian folk",138027
"7078","scottish hip hop",137806
"3751","french classical piano",137588
"5219","rap tuga underground",137297
"5610","ok indie",136987
"3878","brazilian dnb",135882
"3576","classify",135832
"3952","bouzouki",135550
"7294","sefardi",135086
"3750","chill lounge",135065
"1675","kazakh indie",134635
"7056","cook islands pop",134570
"724","puerto rican indie",134492
"2886","kurdish pop",134330
"733"," roots rock",134022
"6924","alternative roots rock",134022
"4436","jazz flute",133805
"7171","world devotional",133494
"2503","czsk reggae",133331
"5266","new tribe",133256
"6236","welsh hip hop",132892
"3225","canadian celtic",132573
"6071","muzica etno",132569
"7454","pony",132308
"3370","hamburg indie",132023
"1370","chinese melodic rap",131751
"5341","cambridge choir",131709
"7656","dark ambient",131645
"3147","drill tuga",131532
"4017","tech trance",131258
"3691","christian afrobeat",130301
"5902","vintage broadway",130247
"6226","indie valenciana",129953
"5115","indie electronica",129890
"7666","puglia indie",129610
"4612","abstract idm",129414
"6443","vincy soca",129396
"3278","taiwan campus folk",129215
"771"," jazz trio",128961
"6830","rap pernambucano",128475
"6841","musica costena",128444
"3824"," string quartet",128101
"3823","modern string quartet",128003
"3956","neotango",127922
"4709","australian americana",127135
"1213","talentkonkurranse",126835
"4102","belgian modern jazz",126831
"4777","432hz",126696
"6542","vocal ensemble",126682
"6119","ryukyu ongaku",126387
"7136","polca paraguaya",126377
"6187","irish drill",126347
"5192","charlotte nc indie",125894
"6844","pop folk",125503
"3852","math pop",125494
"4864","romanian electronic",124721
"6037","exotica",124363
"5612","australian experimental",124059
"6953","leeds indie",123832
"4480","multidisciplinary",123499
"7331","swamp pop",123376
"437"," hungarian rock",122471
"4059","viola da gamba",122021
"2329","trondersk musikk",121768
"5363","salsa cristiana",121660
"905"," norteno",121435
"5521","turkce trap metal",121077
"2449","cumbia boliviana",121051
"1278","hypnosis mic",120985
"3042","hungarian metal",120795
"3412","huapango",120585
"2058","trap beats",120473
"2423","indonesian edm",119885
"1361","czech metal",119574
"3290","christchurch indie",119117
"7629","wyoming roots",118766
"6269","j-ambient",118732
"3422","swiss trap",118637
"3659","cambodian pop",117946
"3355","lullaby",117646
"5972","west coast reggae",117642
"5643","austin singer-songwriter",117118
"5694","writing",117103
"4828","jazz brass",116940
"4681","croatian indie",116305
"6249","thai metal",115700
"5186"," mandolin",115543
"6223","classical mandolin",115543
"4447","japanese edm",114811
"7599","indian underground rap",114637
"2850","sami",114129
"2675","dancehall guyanaise",113919
"4388","library music",113892
"2784","cincinnati rap",113751
"5020","japanese electronic",113666
"5856","polynesian hip hop",113597
"7100","kurdish folk",113091
"6829","horror synth",112501
"4286","alberta hip hop",112495
"4427","hard techno",112222
"3862","electronica peruana",112090
"4638","space age pop",112075
"6859","icelandic punk",111748
"1842","german hyperpop",111611
"5636","hmong pop",111252
"5189","american choir",110825
"6853","jazz venezolano",110609
"4580","lagu melayu",110511
"3678","dubsteppe",110369
"4486","japanese psychedelic",110353
"7426","israeli classical piano",110290
"6213","pahadi pop",110178
"1900","surinamese pop",109943
"3807","musica gaucha tradicionalista",109818
"763","bali indie",109085
"4285","lo-fi jazzhop",108913
"5592","kuduro antigo",108720
"3138","atlantic canada hip hop",108227
"4237","murga",107835
"6755"," australian country",107736
"7636","euskal metal",107704
"6262","experimental guitar",107630
"5364"," harp",107179
"7355","cuban funk",107045
"6699","taiwan rock",106443
"7663","aggro chileno",106070
"5499","belarusian electronic",105757
"3327","portuguese indie rock",105361
"2393","latvian indie",105026
"1598","laulaja-lauluntekija",104902
"1618"," happy hardcore",104205
"5712","deep happy hardcore",104205
"5680","grenada soca",103865
"4799","swedish underground rap",103790
"7753","swedish punk",103699
"4457","chasidic pop",103672
"3294","musica de intervencao",103412
"6255","musica paranaense",103320
"2067","finnish idol pop",103111
"1545","finnish electro",102808
"6939","grebo",102620
"5845","guinean pop",102530
"2253","novelty",102497
"6791","beninese pop",102457
"3892","classical organ",101939
"1804","baltic post-punk",101781
"6055","belgian new wave",101662
"1821","lithuanian indie",101441
"6494","romanian folk",100745
"1264","electro bailando",100318
"1858","bulgarian electronic",100168
"4148","swiss techno",99626
"5132","italian folk",99499
"606"," folk metal",99109
"7807","hamburger schule",98817
"3493","bosnian indie",98247
"5339","london indie",97922
"7383","italian ska",97845
"2606","lithuanian trap",97803
"6254","rap underground colombiano",97232
"3581","portuguese folk",96320
"5050","melodic hardcore",96121
"4178","nordic classical piano",96115
"7253","vocaloid metal",96070
"4640","japanese guitar",95985
"6232","retro metal",94968
"3827","blasmusik",94874
"2112","taiwanese indigenous",94551
"7805","powerviolence",94435
"5295","cancion infantil latinoamericana",94212
"6957","alternative ccm",94118
"3084","musique mariage algerien",94018
"5398","polish blues",93550
"4263","classical saxophone",93426
"6576","chicano punk",92523
"3234","rap francais nouvelle vague",92387
"2941"," christian rock",92148
"7047","deep christian rock",92148
"2312","cueca chilena",92018
"4324","japanese techno",91818
"3626","norwegian gospel",91539
"6137","raboday",91449
"4907","deep dance pop",91187
"5816","catalan folk",90983
"5750","indonesian death metal",90404
"4172"," orchestral performance",89940
"4692","historic orchestral performance",89940
"6831","japanese beats",89939
"5018","anime drill",89691
"7732","german post-hardcore",89590
"7233","combos nacionales",89522
"2208","finnish pop punk",89484
"5145","taiwan classical performance",89414
"3350","polish punk",89390
"1791","nz gangsta rap",89115
"6049","kermis",88920
"4437","spacewave",88864
"5049","oratory",88709
"7052","greek contemporary classical",88529
"5998","dark minimal techno",88508
"4025","danish jazz",88311
"4105","anarcho-punk",88078
"5283","industrial techno",88047
"4084","japanese indie folk",88030
"2678","danish indie pop",87688
"6399","isle of wight indie",87626
"3976","spanish electronic",87535
"6433"," latin christian",87460
"7270","deep latin christian",87460
"4254","21st century classical",87138
"1118","dainuojamoji poezija",87071
"3348","indie rock peruano",86825
"5576","japanese house",86157
"3923"," big band",86046
"4974","modern big band",86046
"4560","kyrgyz hip hop",85954
"6524","canadian post-hardcore",85696
"5799","japanese dream pop",85677
"4670","derry indie",85468
"3649","nordic orchestra",85466
"237","slowed and reverb",85458
"6072","asheville indie",85353
"4303","gospel rap",85194
"3017","super eurobeat",85078
"3066"," eurobeat",85078
"6609","persian alternative",84732
"886","estonian indie",84605
"2414","turkish reggae",84567
"5299","uk dub",84539
"5223","radio symphony",84422
"1155","dutch moombahton",84393
"1822"," moombahton",84393
"1374","nordnorsk rap",84079
"222","trot",84032
"4462","christian lo-fi",83992
"7271","zenonesque",83871
"2808"," stoner rock",83628
"5651","argentine jazz",83494
"4373","irish techno",83184
"1504","uwielbienie",83085
"4107","electronica venezuela",83006
"6050","cameroonian hip hop",82861
"3615","brazilian post-hardcore",82782
"4751","anglican liturgy",82222
"2616","funk capixaba",82111
"4522","ambient idm",81712
"5847","reggae tico",81285
"4428","deep psytrance",81230
"7281","spiritual jazz",81152
"5844","german dark minimal techno",80925
"3782","hungarian classical performance",80795
"6659","hard house",80788
"4216","vapor house",80720
"3863","singaporean electronic",80710
"3793","baroque singing",80698
"6560","uk christian rap",80225
"3869","italian mezzo-soprano",79837
"7310","psychobilly",79835
"5984","connecticut indie",79828
"7590","sega",79655
"5243","carnaval limburg",79582
"1647","gambian hip hop",79433
"6259","calgary indie",79241
"6876","tulsa indie",79099
"2720","hungarian indie",79079
"4024","french baroque",78756
"5072","ballroom",78563
"1862","lao pop",78530
"6383","belgian dnb",78522
"3557","korean electronic",78176
"4963","elektropunk",78101
"4464"," ok indie",78094
"7345","punk rock italiano",78061
"5176","jazz catala",78048
"5692","rva indie",77986
"6920","turkish electronic",77959
"7166","sambass",77844
"269"," downtempo",76726
"3692","commons",75875
"3004","classic azeri pop",75428
"6549","marathi devotional",75261
"2084","armenian hip hop",74910
"4127","caucasian classical piano",74843
"4192","greek downtempo",74840
"5826","raggatek",74742
"6794"," banjo",74604
"7340","tekno",74211
"2736","macedonian hip hop",74195
"7318","ukulele",74136
"1706","barnmusik",73874
"5227","musica tabasquena",73865
"3026","firenze indie",73856
"7433","symphonic power metal",73214
"7212","norwegian experimental",72816
"3803","german dnb",72810
"6073","cartoni animati",72471
"1806","finnish soul",72379
"4564","focus trance",72339
"4748","sorani pop",72225
"3652","norrbotten indie",72038
"1107","estonian electronic",71994
"4685","brain waves",71485
"6014","acid techno",71372
"7175","gambian pop",71069
"4302","binaural",70892
"4765","brazilian tech house",70587
"5615","historic classical performance",70469
"4544","world chill",70408
"5967","polish jazz",70263
"2378"," acoustic pop",70254
"2713","deep acoustic pop",70254
"3313","cyber metal",70195
"5796","hard minimal techno",69781
"7580","traditional bluegrass",69434
"3677","panamanian indie",69213
"5032","german classical piano",68927
"5393","contemporary choir",68701
"6654","panpipe",68599
"987"," show tunes",68465
"2212","german show tunes",68465
"4308","cancion infantil mexicana",68189
"375","icelandic post-punk",68073
"4141","classic luk thung",67980
"4143"," luk thung",67980
"5224","russian trap metal",67858
"1863","musica mocambicana",67768
"7829","polish contemporary classical",67494
"7156","traditional ska",67394
"3237"," industrial",67383
"6178","japanese rockabilly",67357
"484"," dutch pop",67185
"5745","swedish techno",67042
"702"," danish rock",67021
"3110","dominican indie",66889
"7621","jazz worship",66670
"4461","shamisen",66403
"1553","rautalanka",66373
"6107","italian experimental",66095
"7330","belgian jazz",65997
"7429","milwaukee hip hop",65811
"6880","rap norteno chileno",65080
"2769","hardwave",65023
"6053","folklore cuyano",65014
"4375","czech country",64997
"367"," french pop",64829
"7702","classic french pop",64829
"4129","english renaissance",64667
"5589","harmonica jazz",64483
"4409","experimental techno",64361
"6359","huayno popular",64091
"5070","classical baritone",64080
"5357","gnawa",64067
"6761","musica goiana",64063
"5079","chennai indie",64033
"7669","kids hip hop",63979
"6285","kawaii edm",63877
"6950","vintage dutch pop",63811
"4208","talentos brasileiros",63622
"4872","indonesian blues",63385
"6813","psychill",63344
"7756","dub metal",63123
"7400","celtic metal",63047
"7054","korean hyperpop",62660
"6348","lagu sunda",62539
"7715","rusyn folk",62405
"4669","experimental club",62343
"4217","boston electronic",62305
"6776","american grindcore",62234
"6046"," sinhala pop",62196
"6915","classic sinhala pop",62196
"5148","libyan pop",62089
"7698","nwothm",61990
"5448","hot jazz",61862
"7765","underground power pop",61664
"7155","minimal dubstep",61530
"7260","cumbia surena",61440
"4701","maluku pop",61162
"5489","tzadik",60999
"4156","dub reggae",60823
"3887","barockinterpreten",60781
"2855","russian minecraft",60032
"3944"," minecraft",60032
"6082","canadian hardcore",59752
"6378","sierra leonean pop",59625
"4186","indie veneto",59488
"5505","malawian hip hop",59245
"3216","futurepop",59096
"6091","musica rondoniense",58947
"4740","bulgarian r&b",58856
"3205","football",58768
"7003","finnish electronic",58692
