"","genre","avgFollowers"
"4391","british modern classical",34953.8
"7095","musica antigua",34916.5
"5333","rock keyboard",34898.8181818182
"4784","hammond organ",34878.6666666667
"332","bass house",34859.6861702128
"4145","indian electronic",34839.4166666667
"7769","musica afroperuana",34839.2222222222
"3091","chillhop",34647.4745762712
"1304","singaporean hip hop",34618.8666666667
"7753","swedish punk",34566.3333333333
"3192","melanesian pop",34465
"4847","orchestra",34431.0171568627
"2680","funk viral",34416.4565217391
"7482","serbian hip hop",34409.9090909091
"7074","euskal indie",34408
"6593","post-metal",34406.6
"2224","australian r&b",34387.6956521739
"2178","korean electropop",34239.8333333333
"6379","garage psych",34198
"3695","musique guadeloupe",34124.8235294118
"7152","surf music",34085.5
"3706","chinese jazz",34048.1666666667
"6023","kabarett",34036.1538461538
"3152","cdmx indie",33975.2857142857
"3878","brazilian dnb",33970.5
"7658","norwegian folk",33961.1
"3157"," drone",33959
"21","suomi rock",33943.7954545455
"5238","jazz cubano",33910
"6055","belgian new wave",33887.3333333333
"1955","trap tuga",33886.0243902439
"2609","danish alternative rock",33832.5555555556
"1636","musical advocacy",33816.75
"7294","sefardi",33771.5
"7829","polish contemporary classical",33747
"586","classic danish pop",33691.2033898305
"587"," danish pop",33691.2033898305
"6936","spanish indie folk",33598.7142857143
"5957","uplifting trance",33593.990990991
"2886","kurdish pop",33582.5
"876"," eurodance",33568.7222222222
"733"," roots rock",33505.5
"6924","alternative roots rock",33505.5
"3897","jazzy dnb",33403.5
"3291","healing",33387.6666666667
"2976","jump up",33358.0422535211
"7118","auteur-compositeur-interprete quebecois",33352.5
"7621","jazz worship",33335
"4004","anime rap",33324.6666666667
"5139","deep idm",33264.7692307692
"4450","nu skool breaks",33232.5769230769
"4461","shamisen",33201.5
"728","classic disco polo",33188.5
"4496"," disco polo",33188.5
"1507","lagu timur",33183.4444444444
"4195","j-reggae",33181.9607843137
"5330","darkstep",33139.4285714286
"2589"," glam metal",33112
"7454","pony",33077
"3220","folklore chileno",33074.7
"3974","uk tech house",33001.2325581395
"7330","belgian jazz",32998.5
"6314","detroit house",32947.5
"1520","bossbeat",32905.6956521739
"4833","early reggae",32863
"5664","speed garage",32860.9
"3926","abstract beats",32841.8235294118
"3384","rap congolais",32836.6666666667
"2201","indie folk italiano",32822.6666666667
"770"," jazz fusion",32779.5405405405
"6834","nashville americana",32729
"4589","uptempo hardcore",32700.4666666667
"186","deep groove house",32646.604519774
"4860","punk urbano",32521.6
"6226","indie valenciana",32488.25
"2931","gaming dubstep",32467.3412698413
"986","disney",32463.0588235294
"4481","nova musica paulista",32455.3076923077
"7666","puglia indie",32402.5
"1222","broadway",32357.7796610169
"1194"," belgian pop",32353.1176470588
"1581","classic belgian pop",32353.1176470588
"6443","vincy soca",32349
"274"," korean pop",32318.875
"4851","classic korean pop",32318.875
"6069","neurofunk",32277.0882352941
"343","swedish hip hop",32267.0956937799
"4838","scratch",32119.6666666667
"5493"," comedy",32119.3076923077
"6830","rap pernambucano",32118.75
"6359","huayno popular",32045.5
"7706","outsider",32045.1
"2225","magyar alternative",32036.5135135135
"657","czech pop",32019.3428571429
"5583","cybergrind",32007
"7669","kids hip hop",31989.5
"4073","japanese trap",31958.0714285714
"7739","nepali pop",31892.6
"4160","rap siciliano",31885.6363636364
"1780","dusseldorf electronic",31859.2727272727
"155"," nz pop",31745.6666666667
"3487","classic nz pop",31745.6666666667
"6232","retro metal",31656
"5191","kompa gouyad",31570
"369","progressive psytrance",31564.88
"892","mexican edm",31540.9090909091
"4968","musica criolla",31510.6923076923
"7805","powerviolence",31478.3333333333
"17","ukrainian hip hop",31442.7105263158
"2652","british soundtrack",31406.9333333333
"3852","math pop",31373.5
"6348","lagu sunda",31269.5
"3070","poezja spiewana",31223.6842105263
"5001","mumbai indie",31215.6666666667
"1793","azeri pop",31207.6842105263
"6529","german indie pop",31201.4
"5148","libyan pop",31044.5
"3067","dark disco",31015.3076923077
"5612","australian experimental",31014.75
"7492","folklore veracruzano",31007
"3735","russian edm",30982.7586206897
"4480","multidisciplinary",30874.75
"4595","macedonian folk",30800
"5640","naija old school",30799.2
"4712","uk dnb",30748.8153846154
"7260","cumbia surena",30720
"12","swedish drill",30680.4545454545
"2625","indonesian emo rap",30661.2
"6492","rock quebecois",30632
"6635","australian indigenous hip hop",30572.6666666667
"465","hungarian hip hop",30568.1666666667
"5135","classic progressive house",30560.2777777778
"3586","indy indie",30542
"7230","greek guitar",30442.2
"5396","underground rap",30320.9225941423
"4848","tallava",30184.7692307692
"4523","riddim",30181.2091503268
"6740","maskandi",30145.5
"1566","cumbia uruguaya",29964.4838709677
"5626","russian chanson",29905.1666666667
"6599","porro",29900.8
"904","latin house",29851.6
"593","deep tropical house",29846.9465648855
"4250","chinese metalcore",29770
"4188","progressive trance",29749.806122449
"3957"," tango",29712.9090909091
"6269","j-ambient",29683
"7408","balfolk",29656
"4460","freeform hardcore",29625.4
"4315","jazz double bass",29621.6153846154
"4437","spacewave",29621.3333333333
"412","ukrainian viral pop",29578.2083333333
"3216","futurepop",29548
"7052","greek contemporary classical",29509.6666666667
"3874","carnatic",29486.6923076923
"3659","cambodian pop",29486.5
"1156","malaysian hip hop",29469.5333333333
"3140"," underground rap",29423.3411214953
"4105","anarcho-punk",29359.3333333333
"5283","industrial techno",29349
"7003","finnish electronic",29346
"1761","czsk viral pop",29322.3
"3805","russian underground rap",29305.8823529412
"2495","chicago house",29012.3
"350"," portuguese pop",29009.6923076923
"1642","classic portuguese pop",29009.6923076923
"3394","bossa nova cover",29004.5
"3684","belgian singer-songwriter",28934.625
"3842","deep dnb",28901.9166666667
"4641","vinahouse",28877.2307692308
"5526","electroacoustic improvisation",28872.5
"1437","irish country",28686.7
"7638","forest psy",28660
"184","australian house",28632.12
"5112","brazilian techno",28584.3333333333
"5799","japanese dream pop",28559
"4089","spanish reggae",28500.25
"6110","indonesian worship",28498.375
"4670","derry indie",28489.3333333333
"6733","ugandan pop",28442.2
"2784","cincinnati rap",28437.75
"6008","czech folk rock",28363.6
"5989","fingerstyle",28352.875
"5267","caucasian classical",28322.2
"1068","icelandic folk",28319.5882352941
"2328","arab electronic",28287.35
"1443","scouse rap",28228.6
"5631","cantautora argentina",28225.75
"4101","jazz drums",28192.4666666667
"6196","deep norteno",28177.5
"3808","dc indie",28095
"907","drift phonk",28067.5918367347
"2361"," phonk",28067.5918367347
"4427","hard techno",28055.5
"3545","rap ivoire",28007.2173913043
"4462","christian lo-fi",27997.3333333333
"4688","drift",27993.9038461538
"4642","dirty texas rap",27935.5
"6919","us power metal",27835.5
"7125","polish folk metal",27813
"3899","deep techno",27799.7826086957
"5658","tango",27794.6153846154
"5897","streektaal",27773
"7224","jazz accordion",27758
"3896","south african country",27738.875
"5384","ottawa indie",27642
"6423","slovenian pop",27631.2222222222
"3943","german boom bap",27593.1111111111
"2166","chinderlieder",27495.3
"5414","kizomba antigas",27450.2
"4411","halftime dnb",27445.7857142857
"717","pop paraguayo",27335.3333333333
"3984","brazilian house",27275.5714285714
"1839","junior eurovision",27234.75
"1454","croatian pop",27171.5263157895
"4003","british orchestra",27138.8
"2452","hungarian edm",27134.0833333333
"2310","discofox",27023.1379310345
"5510","spanish techno",26999.5
"1726","uk house",26995.2280701754
"782","chinese hip hop",26948.5352112676
"193","taiwan hip hop",26909.1648351648
"724","puerto rican indie",26898.4
"469","greek drill",26885.9807692308
"6713","mongolian hip hop",26791
"1254","swedish jazz",26775.4558823529
"4436","jazz flute",26761
"4499","zim urban groove",26743.7142857143
"4620","swiss house",26622.1666666667
"810","nz hip hop",26584.4285714286
"1522","icelandic electronic",26576.1724137931
"3163","disco polo",26559.380952381
"4856","frankfurt electronic",26422.92
"6259","calgary indie",26413.6666666667
"6582","mandible",26344.8
"3764","atmospheric post-rock",26218.5
"5819","austrian metal",26215
"1266","fidget house",26214.25
"4062","jungle",26191.6031746032
"3155"," jazztronica",26189.9642857143
"4320","japanese jazztronica",26189.9642857143
"5903","lao hip hop",26186.125
"4512","contemporary classical",26163.1285714286
"117","finnish dance pop",26139.5491071429
"6860","vispop",26128.6666666667
"477","gulf hip hop",26094.4615384615
"4694","new isolationism",26066.8181818182
"2056","soul flow",26055.1960784314
"7345","punk rock italiano",26020.3333333333
"1599","danseband",26018.3461538462
"7297","musica mapuche",25915.5
"624"," tamil pop",25876.4
"5092","malaysian tamil pop",25876.4
"6872","neo kyma",25875.8333333333
"1851","deep minimal techno",25874.53125
"5879","operetta",25840.1
"111","finnish pop",25838.2528301887
"6351","acousmatic",25755
"7822","french dub",25724
"1312","israeli indie",25610.6818181818
"6716","southern gospel",25607
"491","israeli hip hop",25579.4084507042
"6700","zurich indie",25547.5
"52","norwegian contemporary jazz",25529.2352941176
"6384","musica per bambini",25510.25
"5695","italian lounge",25509.875
"917","ambeat",25499.6666666667
"6096","victorian britain",25453.3333333333
"4227","kizomba cabo-verdiana",25430.65
"7136","polca paraguaya",25275.4
"6278","adoracion",25265.9090909091
"3934","sinhala rap",25203.1666666667
"1247","swiss indie",25174.7192982456
"3004","classic azeri pop",25142.6666666667
"6844","pop folk",25100.6
"2373","viet lo-fi",25087.88
"6549","marathi devotional",25087
"4735","neo-progressive",24984.6666666667
"2798","deep tech house",24974.0909090909
"4127","caucasian classical piano",24947.6666666667
"4611","classical cello",24924.0652173913
"213"," latin alternative",24876.6
"3733","deep latin alternative",24876.6
"7592","abstractro",24872
"4087","meditation",24846.45
"6334","vintage classical singing",24801.5
"606"," folk metal",24777.25
"4572"," contemporary classical",24759.3064516129
"7807","hamburger schule",24704.25
"1040","norwegian hip hop",24687.3636363636
"2144","turkish edm",24681.2352941176
"2662","dream trance",24678.6363636364
"599","german r&b",24663.0555555556
"3961","rap montrealais",24609.9259259259
"2951","swedish reggae",24596.45
"2342","portuguese indie",24594.4285714286
"1242","classic hungarian pop",24580.75
"1660"," hungarian pop",24580.75
"324","czech hip hop",24577.923857868
"922","hokkien pop",24537
"6488","marrabenta",24528
"6194","afro drill",24492.5
"5427","russian synthpop",24484.1538461538
"2410","uk garage",24482.8222222222
"7383","italian ska",24461.25
"7433","symphonic power metal",24404.6666666667
"1011","mundart",24399.9090909091
"4229","italian trance",24377.6666666667
"3917","swedish electronic",24336.0952380952
"4236","drumfunk",24288.9230769231
"905"," norteno",24287
"7212","norwegian experimental",24272
"2449","cumbia boliviana",24210.2
"6640","chill-out trance",24201
"5531","finnish new wave",24106
"4748","sorani pop",24075
"3269","dutch singer-songwriter",24059.1176470588
"3729","classic house",24030.44
"5050","melodic hardcore",24030.25
"1781"," tech house",24012.9598765432
"641","nederlandse hardstyle",23939.6086956522
"651","rap angolano",23918.6
"5749","grimewave",23833.7
"6758","8-bit",23696
"1480","swedish trap pop",23688.9890710382
"4932","deep adult standards",23570.5625
"7615"," adult standards",23570.5625
"1914","turkish soundtrack",23551.0714285714
"6373","turkish classical performance",23529.8333333333
"7068","bajan soca",23466
"2795","norwegian classical",23344.4
"1467","traprun",23337.4455445545
"4157","japanese chill rap",23119.9583333333
"5370","modern cello",23062
"2857","experimental bass",23057.8666666667
"5028","german electronica",22993.8571428571
"6896","musica indigena brasileira",22960.5
"6654","panpipe",22866.3333333333
"2077","neo r&b",22847.2
"2955","smutny rap",22840.9259259259
"5610","ok indie",22831.1666666667
"3173","folkmusik",22762.2
"7744","lo star",22754.5
"4028","swedish trap",22750.140625
"375","icelandic post-punk",22691
"5025","pop minang",22618
"33"," cello",22574.593220339
"6178","japanese rockabilly",22452.3333333333
"5018","anime drill",22422.75
"6710","psychokore",22401.7307692308
"6819","noise punk",22380
"1516","antilliaanse rap",22365.6666666667
"5145","taiwan classical performance",22353.5
"2699","greek indie",22341.8148148148
"702"," danish rock",22340.3333333333
"1349","greek swing",22339.1666666667
"5942","mathcore",22183
"1690","tvog",22180.3333333333
"3638","cumbia ecuatoriana",22141
"1553","rautalanka",22124.3333333333
"5241","polish synthpop",22119.7777777778
"3370","hamburg indie",22003.8333333333
"348"," progressive house",21984.9642857143
"1260","musica costarricense",21982.8571428571
"7246","enka",21945.5
"7429","milwaukee hip hop",21937
"1230","rave funk",21872.2976190476
"2573","viet remix",21854.4705882353
"4397","swiss reggae",21852.2222222222
"2698","romanian rock",21767.8823529412
"5103","trap cristiano",21765
"6880","rap norteno chileno",21693.3333333333
"5034","ambient techno",21646.8888888889
"367"," french pop",21609.6666666667
"7702","classic french pop",21609.6666666667
"1552","norwegian americana",21593.625
"3981","swedish house",21585.8823529412
"5703","dutch tech house",21559.9230769231
"701","danish electropop",21550.5
"4996","german tech house",21459.3684210526
"6009","alt-idol",21413
"6699","taiwan rock",21288.6
"4494","theme",21277
"1904","japanese underground rap",21244.2380952381
"3788","ukrainian electronic",21233.7058823529
"5465","folklore uruguayo",21214
"6401","electronica chilena",21145.4285714286
"3366","electro jazz",21130.5909090909
"4012","musica popular uruguaya",21102.45
"4463","tin pan alley",21090.6764705882
"3327","portuguese indie rock",21072.2
"7756","dub metal",21041
"3857","breaks",21014.2444444444
"5762","munich electronic",21003.2142857143
"4091","liechtenstein",21002.5
"1876","lithuanian electronic",20947.2105263158
"3595","baltic classical",20917.2727272727
"3103","toronto indie",20883.7
"515","slovak hip hop",20872.950617284
"3737","classical performance",20846.3142857143
"7715","rusyn folk",20801.6666666667
"6563","northamptonshire indie",20776
"90","danish hip hop",20768.7954545455
"4684","detroit indie",20743.5
"6046"," sinhala pop",20732
"6915","classic sinhala pop",20732
"7034","belgian blues",20723.5
"1629"," minimal techno",20717.92
